patrimonio;Descricao;dataBaixa;vidaUtil;valorBruto;depreciacao;valorLiquido
20709;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20710;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20711;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20712;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20713;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20714;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20715;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20716;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20717;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20718;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20719;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20720;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20721;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20722;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20723;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20724;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20725;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20726;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20727;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20728;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20729;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20730;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20731;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20732;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20733;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20734;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20735;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20736;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20737;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20738;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20739;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20740;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20741;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20742;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20743;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20744;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20745;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20746;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20747;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20748;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20749;PONTO DE ACESSO WIRELESS;17/12/2019;0;1665;1498,5;166,5
20750;INJETOR POE;06/03/2017;0;415;280,3;134,7
20751;INJETOR POE;14/03/2017;0;415;280,3;134,7
20752;INJETOR POE;08/03/2017;0;415;280,3;134,7
20753;INJETOR POE;14/03/2017;0;415;280,3;134,7
20754;INJETOR POE;08/03/2017;0;415;280,3;134,7
20755;INJETOR POE;08/03/2017;0;415;280,3;134,7
20756;INJETOR POE;14/03/2017;0;415;280,3;134,7
20757;INJETOR POE;14/03/2017;0;415;280,3;134,7
20759;INJETOR POE;14/03/2017;0;415;280,3;134,7
20760;INJETOR POE;06/03/2017;0;415;280,3;134,7
20761;INJETOR POE;17/12/2019;0;415;373,5;41,5
20767;INJETOR POE;14/03/2017;0;415;280,3;134,7
20768;INJETOR POE;06/03/2017;0;415;280,3;134,7
20769;INJETOR POE;14/03/2017;0;415;280,3;134,7
20770;INJETOR POE;14/03/2017;0;415;280,3;134,7
20771;INJETOR POE;14/03/2017;0;415;280,3;134,7
20772;INJETOR POE;14/03/2017;0;415;280,3;134,7
20774;INJETOR POE;06/03/2017;0;415;280,3;134,7
20775;INJETOR POE;06/03/2017;0;415;280,3;134,7
20776;INJETOR POE;08/03/2017;0;415;280,3;134,7
20777;INJETOR POE;06/03/2017;0;415;280,3;134,7
20778;INJETOR POE;06/03/2017;0;415;280,3;134,7
20779;INJETOR POE;14/03/2017;0;415;280,3;134,7
20782;INJETOR POE;06/03/2017;0;415;280,3;134,7
20783;INJETOR POE;06/03/2017;0;415;280,3;134,7
20784;INJETOR POE;06/03/2017;0;415;280,3;134,7
20785;INJETOR POE;08/03/2017;0;415;280,3;134,7
20786;INJETOR POE;14/03/2017;0;415;280,3;134,7
20791;INJETOR POE;14/03/2017;0;415;280,3;134,7
20792;INJETOR POE;14/03/2017;0;415;280,3;134,7
20793;INJETOR POE;14/03/2017;0;415;280,3;134,7
20794;INJETOR POE;14/03/2017;0;415;280,3;134,7
20795;INJETOR POE;06/03/2017;0;415;280,3;134,7
20796;INJETOR POE;14/03/2017;0;415;280,3;134,7
20799;INJETOR POE;14/03/2017;0;415;280,3;134,7
20801;INJETOR POE;14/03/2017;0;415;280,3;134,7
20802;CONTROLADOR PARA REDE WIRELESS;11/12/2019;0;50000;45000;5000
20803;CONTROLADOR PARA REDE WIRELESS;11/12/2019;0;50000;45000;5000
20862;RACK DE PISO;05/09/2018;0;7165;6448,5;716,5
20864;IMPRESSORA LASER;15/05/2017;0;1819;1228,01;590,99
20865;IMPRESSORA LASER;15/05/2017;0;1819;1228,01;590,99
20866;IMPRESSORA LASER;15/05/2017;0;1819;1228,01;590,99
21469;DUPLICADOR DE CD-DVD;09/01/2019;0;12494,5;11245,05;1249,45
21470;DUPLICADOR DE CD-DVD;09/01/2019;0;12494,5;11245,05;1249,45
21471;MICROCOMPUTADOR PORTÁTIL NOTEBOOK;11/12/2019;0;489,46;440,51;48,95
21652;TABLET WIFI;30/12/2019;0;3050;2745;305
21688;UNIDADE DE WORKSTATION;26/09/2019;0;370;333;37
22121;IMPRESSORA PLOTTER;17/12/2019;0;24742;22267,8;2474,2
22241;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22242;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22243;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22244;SWITCH DE ACESSO;06/03/2017;0;9766,82;4688;5078,82
22245;SWITCH DE ACESSO;06/03/2017;0;9766,82;4688;5078,82
22246;SWITCH DE ACESSO;08/03/2017;0;9766,82;4688;5078,82
22247;SWITCH DE ACESSO;06/03/2017;0;9766,82;4688;5078,82
22248;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22249;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22250;SWITCH DE ACESSO;14/03/2017;0;9766,82;4688;5078,82
22251;SWITCH DE ACESSO;06/03/2017;0;9766,82;4688;5078,82
22252;SWITCH DE ACESSO;11/12/2019;0;9766,82;8790,14;976,68
22253;SWITCH DE ACESSO;11/12/2019;0;9766,82;8790,14;976,68
22650;ESTACAO DE TRABALHO;11/12/2019;0;2801,74;2521,57;280,17
22751;RACK DE PISO;18/11/2019;0;1900;1710;190
22999;COLETOR DE DADOS PORTÁTIL;17/12/2019;0;2100;1890;210
23000;COLETOR DE DADOS PORTÁTIL;17/12/2019;0;2100;1890;210
23103;"MONITOR DE VÍDEO 23""";04/02/2019;9;963,2;736,88;226,32
23607;MONITOR DE VÍDEO LED;04/02/2019;9;478,26;365,84;112,42
24030;IMPRESSORA LASER;09/01/2019;13;1620;1142,1;477,9
24050;IMPRESSORA LASER;17/12/2019;2;699;608,15;90,85
24053;IMPRESSORA LASER;17/12/2019;2;699;608,15;90,85
24059;IMPRESSORA LASER;17/12/2019;2;699;608,15;90,85
24066;IMPRESSORA LASER;17/12/2019;2;699;608,15;90,85
24069;IMPRESSORA LASER DEPARTAMENTAL;09/01/2019;13;1490;1050,45;439,55
24218;COLETOR DE DADOS PORTÁTIL;17/12/2019;3;2290;1957,95;332,05
24220;COLETOR DE DADOS PORTÁTIL;17/12/2019;3;2290;1957,95;332,05
24221;COLETOR DE DADOS PORTÁTIL;17/12/2019;3;2290;1957,95;332,05
24222;COLETOR DE DADOS PORTÁTIL;17/12/2019;3;2290;1957,95;332,05
24223;COLETOR DE DADOS PORTÁTIL;17/12/2019;3;2290;1957,95;332,05
24224;COLETOR DE DADOS PORTÁTIL;23/06/2017;0;2289,97;893,1;1396,87
24260;MICROCOMPUTADOR PORTÁTIL NOTEBOOK;22/08/2017;0;3985;1554,28;2430,72
24315;RACK DE PISO;05/09/2018;20;17388,57;10433,2;6955,37
24425;SWITCH 24P;06/09/2018;24;6006,11;3243,24;2762,87
24426;SWITCH 24P;06/09/2018;24;6006,11;3243,24;2762,87
24644;SWITCH 24P;06/09/2018;26;6006,11;3063,06;2943,05
24648;SWITCH 24P;06/09/2018;26;6006,11;3063,06;2943,05
29151;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29152;NOTEBOOK COMPACTO LENOVO;27/04/2018;36;3331,03;1199,21;2131,82
29153;NOTEBOOK COMPACTO LENOVO;04/05/2018;35;3331,03;1249,17;2081,86
29157;NOTEBOOK COMPACTO LENOVO;04/07/2019;21;3331,03;1948,67;1382,36
29158;NOTEBOOK COMPACTO LENOVO;12/12/2018;28;3331,03;1598,91;1732,12
29165;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29167;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29168;NOTEBOOK COMPACTO LENOVO;07/06/2017;0;3331,03;649,61;2681,42
29180;NOTEBOOK COMPACTO LENOVO;22/02/2017;0;3331,03;449,73;2881,3
29181;NOTEBOOK COMPACTO LENOVO;06/08/2019;20;3331,03;1998,63;1332,4
29184;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29189;NOTEBOOK COMPACTO LENOVO;12/12/2018;28;3331,03;1598,91;1732,12
29190;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29192;NOTEBOOK COMPACTO LENOVO;24/05/2018;35;3331,03;1249,17;2081,86
29204;NOTEBOOK COMPACTO LENOVO;06/11/2019;17;3331,03;2148,53;1182,5
29207;NOTEBOOK COMPACTO LENOVO;08/08/2018;32;3331,03;1399,05;1931,98
29213;NOTEBOOK COMPACTO LENOVO;14/08/2018;32;3331,03;1399,05;1931,98
29214;NOTEBOOK COMPACTO LENOVO;06/08/2019;20;3331,03;1998,63;1332,4
29216;NOTEBOOK COMPACTO LENOVO;24/10/2019;18;3331,03;2098,56;1232,47
29225;NOTEBOOK COMPACTO LENOVO;25/04/2019;24;3331,03;1798,77;1532,26
29235;NOTEBOOK COMPACTO LENOVO;27/04/2018;36;3331,03;1199,21;2131,82
29279;SISTEMA DE VIDEOCONFERÊNCIA;10/08/2018;33;48000;19440;28560
29556;HEADSET MARCA MICROSOFT MODELO LX 3000;20/02/2017;0;12,28;1,26;11,02
29557;HEADSET MARCA MICROSOFT MODELO LX 3000;20/02/2017;0;12,28;1,26;11,02
29558;HEADSET MARCA MICROSOFT MODELO LX 3000;20/02/2017;0;12,28;1,26;11,02
29559;HEADSET MARCA MICROSOFT MODELO LX 3000;20/02/2017;0;12,28;1,26;11,02
29560;HEADSET MARCA MICROSOFT MODELO LX 3000;20/02/2017;0;12,28;1,26;11,02
29590;WEBCAM CÃMERA P/VIDEO CONFERENCIA HD LIFECAM HD-5000 MICROSOFT MOD. HD-5000;30/12/2019;18;43,97;27,72;16,25
29644;CLUSTER COM DOIS APPLIANCE DE FIREWALL NG TIPO 2;10/09/2018;34;150000;60163,08;89836,92
29735;KIT WEBCONFERÊNCIA;30/12/2019;19;31,2;19,25;11,95
29742;HEADSET MARCA MICROSOFT MODELO LX 3000;28/06/2017;0;62,22;9,3;52,92
29744;HEADSET MARCA MICROSOFT MODELO LX 3000;28/06/2017;0;62,22;9,3;52,92
29745;HEADSET MARCA MICROSOFT MODELO LX 3000;28/06/2017;0;62,22;9,3;52,92
29761;WEBCAM USB HD MARCA MICROSOLFT MODELO LIFECAM HD5000;20/02/2017;0;88,59;7,98;80,61
29762;WEBCAM USB HD MARCA MICROSOLFT MODELO LIFECAM HD5000;20/02/2017;0;88,59;7,98;80,61
29763;WEBCAM USB HD MARCA MICROSOLFT MODELO LIFECAM HD5000;20/02/2017;0;88,59;7,98;80,61
29764;WEBCAM USB HD MARCA MICROSOLFT MODELO LIFECAM HD5000;20/02/2017;0;88,59;7,98;80,61
29765;WEBCAM USB HD MARCA MICROSOLFT MODELO LIFECAM HD5000;20/02/2017;0;88,59;7,98;80,61
29833;ESTAÇÃO DE TRABALHO LENOVO;03/12/2019;19;3330;2047,95;1282,05
29836;ESTAÇÃO DE TRABALHO LENOVO;03/12/2019;19;3330;2047,95;1282,05
29838;ESTAÇÃO DE TRABALHO LENOVO;03/12/2019;19;3330;2047,95;1282,05
29839;ESTAÇÃO DE TRABALHO LENOVO;03/12/2019;19;3330;2047,95;1282,05
29844;ESTAÇÃO DE TRABALHO LENOVO;03/12/2019;19;3330;2047,95;1282,05
29983;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;30/12/2019;21;36,26;21,19;15,07
30010;WEBCAM MODELO:LIFECAM CINEMA,COMPLEMENTO:VÍDEO WIDESCREEN HD 720P1, FOCO AUTOMÁTICO, TECNOLOGIA TRUECOLOR E CLEARFRAME;30/12/2019;21;18,92;11,05;7,87
30272;HEADSET MODELO:LIFECHAT LX3000;28/06/2017;0;13;1,14;11,86
30273;HEADSET MODELO:LIFECHAT LX3000;28/06/2017;0;13;1,14;11,86
30274;HEADSET MODELO:LIFECHAT LX3000;28/06/2017;0;13;1,14;11,86
30275;HEADSET MODELO:LIFECHAT LX3000;28/06/2017;0;13;1,14;11,86
30276;HEADSET MODELO:LIFECHAT LX3000;28/06/2017;0;13;1,14;11,86
30277;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30278;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30279;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30280;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30282;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30283;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30284;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30285;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30286;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30287;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30288;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30289;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30290;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30291;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30292;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30293;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30294;HEADSET USB, MARCA MICROSOFT, MODELO LIFE CHAT LX-3000;28/06/2017;0;30,09;2,7;27,39
30295;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30296;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30297;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30298;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30299;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30300;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30301;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30302;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30303;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30304;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30305;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30306;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30307;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30310;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30311;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30323;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30324;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30325;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30326;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30327;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30328;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30329;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30330;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30334;WEBCAM HD LIFECAM HD 5000, MARCA MICROSOFT.;28/06/2017;0;43,48;3,9;39,58
30335;WEBCAM HD LIFECAM HD5000 MICROSOFT;28/06/2017;0;26,67;2,4;24,27
30634;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/12/2019;24;2990;1614,6;1375,4
30639;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/12/2019;24;2990;1614,6;1375,4
30678;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/10/2019;26;2990;1524,9;1465,1
30735;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/12/2019;24;2990;1614,6;1375,4
30739;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;16/11/2018;37;2990;1031,55;1958,45
30752;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/12/2019;24;2990;1614,6;1375,4
30756;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/12/2019;24;2990;1614,6;1375,4
30768;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30769;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30770;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30771;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30772;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30773;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30774;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30775;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30776;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30777;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30778;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30779;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30780;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30781;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30782;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30783;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30784;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30785;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30786;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30787;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;19/04/2018;44;2990;717,6;2272,4
30788;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30789;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30790;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30791;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30792;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30793;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30794;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30795;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30796;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30797;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30798;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30799;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30800;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30801;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30802;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30803;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30804;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30805;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30806;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30807;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30808;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30809;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30810;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
30811;ESTAÇÃO DE TRABALHO LENOVO, DESKTOP THINKCENTRE M900 TINY, WINDOWS 10 PRO;03/07/2018;41;2990;852,15;2137,85
